버스정류장명,정류장번호,도로명주소,지번주소,위도,경도,기준일
밤나무정(중장비시험장),31027,,강원특별자치도 원주시 소초면 교항리  462,37.437726,128.023982,2024-03-31
백교,31028,,강원특별자치도 원주시 소초면 학곡리 181,37.429546,128.059044,2024-03-31
백배미,31029,강원특별자치도 원주시 소초면 치악로 3305,강원특별자치도 원주시 소초면 교항리 25,37.440565,128.043762,2024-03-31
본동,31030,,강원특별자치도 원주시 소초면 평장리 751,37.417718,128.001245,2024-03-31
본동앞,31031,,강원특별자치도 원주시 소초면 평장리 750,37.418059,128.001746,2024-03-31
부안동,31032,,강원특별자치도 원주시 소초면 장양리 189,37.414522,127.961972,2024-03-31
부채고개,31033,,강원특별자치도 원주시 소초면 평장리 735,37.414741,127.999311,2024-03-31
상초구,31034,강원특별자치도 원주시 소초면 상초구길 26,강원특별자치도 원주시 소초면 흥양리 785,37.379235,128.005486,2024-03-31
상촌,31035,,강원특별자치도 원주시 소초면 장양리  352,37.401109,127.967392,2024-03-31
새섬배,31036,,강원특별자치도 원주시 소초면 평장리 1299,37.419788,127.982087,2024-03-31
선배고개,31037,,강원특별자치도 원주시 소초면 장양리 1004,37.42353,127.964174,2024-03-31
선배고개,31038,강원특별자치도 원주시 소초면 북원로 3163,강원특별자치도 원주시 소초면 장양리 1007,37.423591,127.963895,2024-03-31
소초농협앞,31039,,강원특별자치도 원주시 소초면 장양리  1815,37.413662,127.961453,2024-03-31
송문안,31041,강원특별자치도 원주시 소초면 치악로 2318,강원특별자치도 원주시 소초면 흥양리 1660,37.382173,127.974401,2024-03-31
수암4리,31042,강원특별자치도 원주시 소초면 치악로 2723,강원특별자치도 원주시 소초면 평장리 683,37.412535,127.997252,2024-03-31
수철마을,31043,강원특별자치도 원주시 소초면 구룡사로 234-1,강원특별자치도 원주시 소초면 학곡리 1061,37.422788,128.051944,2024-03-31
식송,31044,,강원특별자치도 원주시 소초면 수암리 706,37.403025,127.993601,2024-03-31
수암2리,31045,,강원특별자치도 원주시 소초면 수암리  산 55,37.400221,127.990261,2024-03-31
수암2리,31046,,강원특별자치도 원주시 소초면 수암리  1637,37.400816,127.990377,2024-03-31
식송,31047,,강원특별자치도 원주시 소초면 수암리  692,37.402775,127.992637,2024-03-31
아래대동,31048,강원특별자치도 원주시 소초면 치악로 3121-21,강원특별자치도 원주시 소초면 교항리 1110,37.431883,128.015666,2024-03-31
아래대동,31049,,강원특별자치도 원주시 소초면 교항리 613,37.431771,128.015397,2024-03-31
아래황골,31050,,강원특별자치도 원주시 소초면 흥양리  1774,37.370585,127.999819,2024-03-31
양촌,31051,강원특별자치도 원주시 소초면 섬배로 51,강원특별자치도도 원주시 소초면 장양리 89,37.421068,127.968716,2024-03-31
연화사,31052,,강원특별자치도 원주시 소초면 의관리  산 105,37.438663,127.978589,2024-03-31
영진아파트,31053,,강원특별자치도 원주시 소초면 장양리  산 69,37.410955,127.960078,2024-03-31
영진아파트,31054,,강원특별자치도 원주시 소초면 장양리  1815,37.411784,127.960396,2024-03-31
우리환경,31055,강원특별자치도 원주시 소초면 북원로 3542,강원특별자치도 원주시 소초면 둔둔리 687,37.452186,127.979046,2024-03-31
원고개,31056,,강원특별자치도 원주시 소초면 교항리 산12,37.439935,128.046214,2024-03-31
원대,31057,,강원특별자치도 원주시 소초면 장양리  1812,37.41785,127.962519,2024-03-31
원대,31058,,강원특별자치도 원주시 소초면 장양리 923,37.41833,127.962869,2024-03-31
원주옻칠기공예관,31059,강원특별자치도 원주시 소초면 구룡사로 234-15,강원특별자치도 원주시 소초면 학곡리 산 84,37.426051,128.056294,2024-03-31
원증거리,31060,,강원특별자치도 원주시 소초면 수암리 산128,37.396573,127.987814,2024-03-31
원증거리,31061,,강원특별자치도 원주시 소초면 수암리  815,37.396611,127.987501,2024-03-31
윗섬배,31062,,강원특별자치도 원주시 소초면 평장리 1145,37.419233,127.991599,2024-03-31
의관리,31063,,강원특별자치도 원주시 소초면 의관리 219,37.435258,127.976687,2024-03-31
의관정류소,31064,,강원특별자치도 원주시 소초면 의관리 220,37.435096,127.976979,2024-03-31
이리실,31065,,강원특별자치도 원주시 소초면 교항리 132,37.440775,128.037576,2024-03-31
장양리 차고지,31066,강원특별자치도 원주시 소초면 북원로 3116,강원특별자치도 원주시 소초면 장양리 1808,37.419985,127.963219,2024-03-31
원주성모병원,31067,,강원특별자치도 원주시 소초면 흥양리  1459,37.392898,127.984523,2024-03-31
원주성모병원,31068,,강원특별자치도원주시 소초면 수암리 797,37.392964,127.984302,2024-03-31
직산교,31069,강원특별자치도 원주시 소초면 하초구길 36,강원특별자치도 원주시 소초면 흥양리 881,37.379968,127.999696,2024-03-31
직산동,31070,,강원특별자치도 원주시 소초면 흥양리  870,37.382171,127.996117,2024-03-31
천왕사,31071,,강원특별자치도 원주시 소초면 교항리 산328,37.430623,128.009019,2024-03-31
치악산드림랜드,31072,강원특별자치도 원주시 소초면 구룡사로 234-1,강원특별자치도 원주시 소초면 학곡리 1061,37.433669,128.05877,2024-03-31
치악산드림랜드,31073,강원특별자치도 원주시 소초면 구룡사로 234-1,강원특별자치도 원주시 소초면 학곡리 1061,37.433576,128.058963,2024-03-31
장양리 차고지,31074,,강원특별자치도 원주시 소초면 장양리 1787,37.420357,127.963514,2024-03-31
파인밸리,31075,,강원특별자치도 원주시 소초면 흥양리 951,37.375331,127.996897,2024-03-31
하초구,31076,강원특별자치도 원주시 소초면 황골로 46,강원특별자치도 원주시 소초면 흥양리 1772,37.379753,128.002469,2024-03-31
하촌,31077,,강원특별자치도 원주시 소초면 장양리 231,37.404763,127.965492,2024-03-31
하촌,31078,,강원특별자치도 원주시 소초면 장양리  237,37.404853,127.965599,2024-03-31
학곡1리,31079,강원특별자치도 원주시 소초면 치악로 3371-1,강원특별자치도 원주시 소초면 학곡리 557,37.439632,128.050523,2024-03-31
학곡1리,31080,,강원특별자치도 원주시 소초면 학곡리  569,37.439466,128.050449,2024-03-31
학곡저수지,31081,,강원특별자치도 원주시 소초면 학곡리 600,37.438135,128.054997,2024-03-31
학곡리,31082,,강원특별자치도 원주시 소초면 학곡리 419,37.437968,128.057236,2024-03-31
학곡보건소앞,31083,강원특별자치도 원주시 소초면 구룡사로 234-1,강원특별자치도 원주시 소초면 학곡리 1061,37.437152,128.057194,2024-03-31
학곡저수지,31084,,강원특별자치도 원주시 소초면 학곡리 600,37.438323,128.055032,2024-03-31
학곡저수지앞,31085,,강원특별자치도 원주시 소초면 학곡리  544,37.440291,128.053244,2024-03-31
현촌,31086,,강원특별자치도 원주시 소초면 평장리  927,37.42074,128.003197,2024-03-31
황골,31087,,강원특별자치도 원주시 소초면 흥양리  235,37.365255,128.00375,2024-03-31
회촌,31088,,강원특별자치도 원주시 소초면 수암리 1364,37.388813,127.979556,2024-03-31
흥양2리,31089,,강원특별자치도 원주시 소초면 흥양리  889,37.381467,127.995851,2024-03-31
흥양교,31090,,강원특별자치도 원주시 소초면 흥양리 924,37.378533,127.994879,2024-03-31
흥양교,31091,,강원특별자치도 원주시 소초면 흥양리 924,37.378351,127.994929,2024-03-31
흥양삼거리,31092,,강원특별자치도 원주시 소초면 흥양리 1619,37.381818,127.972184,2024-03-31
흥양삼거리,31093,,강원특별자치도 원주시 소초면 흥양리 1619,37.381677,127.97218,2024-03-31
간무곡,32001,,강원특별자치도 원주시 호저면 무장리  693,37.392464,127.894353,2024-03-31
개전동정류장,32002,,강원특별자치도 원주시 호저면 고산리  616,37.459897,127.924173,2024-03-31
고여대,32003,,강원특별자치도 원주시 호저면 무장리  793,37.399372,127.89184,2024-03-31
고여대앞,32004,,강원특별자치도 원주시 호저면 무장리  534,37.397219,127.890967,2024-03-31
고산낚시터,32005,강원특별자치도 원주시 호저면 호저로 1140,강원특별자치도 원주시 호저면 고산리 산 77,37.466886,127.917691,2024-03-31
고산초교,32006,,강원특별자치도 원주시 호저면 고산리  613,37.446948,127.928591,2024-03-31
광격리입구,32007,,강원특별자치도 원주시 호저면 고산리  616,37.449005,127.929507,2024-03-31
대덕리,32008,,강원특별자치도 원주시 호저면 대덕리  991,37.424881,127.938655,2024-03-31
대덕리입구,32009,,강원특별자치도 원주시 호저면 옥산리 205,37.432496,127.927719,2024-03-31
대명원,32010,,강원특별자치도 원주시 호저면 만종리  379,37.361118,127.910615,2024-03-31
대명원,32011,,강원특별자치도 원주시 호저면 만종리 313,37.361371,127.911161,2024-03-31
대보아파트,32012,,강원특별자치도 원주시 호저면 만종리  658,37.353027,127.898994,2024-03-31
대보아파트,32013,,강원특별자치도 원주시 호저면 만종리 659,37.352961,127.899341,2024-03-31
도시가스(예비군훈련장),32014,강원특별자치도 원주시 호저면 원문로 387,강원특별자치도 원주시 호저면 만종리 361,37.361135,127.914833,2024-03-31
도시가스(예비군훈련장),32015,,강원특별자치도 원주시 호저면 만종리 323,37.361312,127.915468,2024-03-31
동막,32016,,강원특별자치도 원주시 호저면 광격리  1004,37.466465,127.932367,2024-03-31
동막종점,32017,,강원특별자치도 원주시 호저면 광격리 469,37.467325,127.933219,2024-03-31
마을회관앞,32018,,강원특별자치도 원주시 호저면 매호리  715,37.416,127.883661,2024-03-31
만종가구단지,32019,,강원특별자치도 원주시 호저면 만종리 977,37.350186,127.897017,2024-03-31
만종초등학교,32020,,강원특별자치도 원주시 호저면 만종리 594,37.356868,127.902238,2024-03-31
만종초등학교,32021,,강원특별자치도 원주시 호저면 만종리  611,37.355542,127.900782,2024-03-31
매호,32023,강원특별자치도 원주시 호저면 매호로 278,강원특별자치도 원주시 호저면 매호리 9,37.421198,127.895817,2024-03-31
매호마을,32024,,강원특별자치도 원주시 호저면 매호리  146,37.416725,127.892804,2024-03-31
무장2리,32025,,강원특별자치도 원주시 호저면 무장리  269,37.414109,127.895583,2024-03-31
무장2리마을회관,32026,강원특별자치도 원주시 호저면 하장포길 35,강원특별자치도 원주시 호저면 무장리 229,37.417285,127.896964,2024-03-31
무장2리마을회관,32027,강원특별자치도 원주시 호저면 하장포길 35,강원특별자치도 원주시 호저면 무장리 229,37.417318,127.896867,2024-03-31
문화마을,32028,,강원특별자치도 원주시 호저면 주산리  1334,37.415183,127.923826,2024-03-31
물구리,32029,,강원특별자치도 원주시 호저면 매호리 550,37.412781,127.876827,2024-03-31
물구리,32030,,강원특별자치도 원주시 호저면 매호리 519,37.41425,127.879689,2024-03-31
병골,32031,,강원특별자치도 원주시 호저면 고산리 507,37.45601,127.924733,2024-03-31
봉바위계곡,32032,,강원특별자치도 원주시 호저면 용곡리 547,37.452568,127.891382,2024-03-31
봉바위계곡,32033,,강원특별자치도 원주시 호저면 용곡리  543,37.452686,127.891112,2024-03-31
사랑의집,32034,,강원특별자치도 원주시 단계동   755,37.360107,127.919282,2024-03-31
산현,32035,,강원특별자치도 원주시 호저면 산현리 280,37.421336,127.89592,2024-03-31
산현,32036,,강원특별자치도 원주시 호저면 산현리 578,37.428382,127.893097,2024-03-31
산현,32037,,강원특별자치도 원주시 호저면 산현리 578,37.428371,127.892939,2024-03-31
상고산,32038,,강원특별자치도 원주시 호저면 고산리 222,37.452238,127.927186,2024-03-31
상용곡다리,32039,강원특별자치도 원주시 호저면 칠봉로 879-33,강원특별자치도 원주시 호저면 용곡리 580,37.457381,127.894334,2024-03-31
상용곡다리,32040,,강원특별자치도 원주시 호저면 용곡리  440,37.457044,127.894391,2024-03-31
상용곡종점,32041,강원특별자치도 원주시 호저면 칠봉로 879-33,강원특별자치도 원주시 호저면 용곡리 580,37.461037,127.890542,2024-03-31
샘골다리입구,32042,,강원특별자치도 원주시 호저면 광격리 849,37.453146,127.932827,2024-03-31
샘골종점,32043,,강원특별자치도 원주시 호저면 광격리 704,37.453931,127.938446,2024-03-31
생담,32044,,강원특별자치도 원주시 호저면 무장리  462,37.408072,127.895717,2024-03-31
선바위,32045,,강원특별자치도 원주시 호저면 고산리 산56,37.476992,127.919485,2024-03-31
송골,32046,,강원특별자치도 원주시 호저면 고산리  616,37.443442,127.927431,2024-03-31
송골앞,32047,,강원특별자치도 원주시 호저면 고산리 268,37.443726,127.927527,2024-03-31
송이골앞,32048,,강원특별자치도 원주시 호저면 광격리 977,37.461514,127.924883,2024-03-31
송정,32049,,강원특별자치도 원주시 호저면 무장리  1162,37.394439,127.880779,2024-03-31
안골정류장,32050,,강원특별자치도 원주시 호저면 산현리  214,37.4255,127.893954,2024-03-31
옥산,32051,,강원특별자치도 원주시 호저면 옥산리 577,37.429924,127.923056,2024-03-31
용곡마을회관,32052,,강원특별자치도 원주시 호저면 용곡리  586,37.451926,127.888151,2024-03-31
